"Name","Created","Runtime","End Time","Notes","State","Tags","mws_batch_size","seed","TC","DKL","MI","analytical_cond_kl","joint_entropy","logpx","train_batch_size","MIG","batch_size"
"tcvae_seed39","2026-01-11T23:06:15.000Z","927","2026-01-11T23:21:42.000Z","-","finished","axisalignment-","","39","0.24803829193115232","0.4344381093978882","9.612592697143556","10.29507064819336","13.744999885559082","-77.42091148694357","","0.5096986293792725","1024"
"tcvae_seed38","2026-01-11T22:50:34.000Z","930","2026-01-11T23:06:04.000Z","-","finished","axisalignment-","","38","0.11927986145019533","0.08901429176330566","8.504581451416016","8.712876319885254","14.18316650390625","-99.47816819614836","","0.3374703824520111","1024"
"tcvae_seed37","2026-01-11T22:36:37.000Z","832","2026-01-11T22:50:29.000Z","-","finished","axisalignment-","","37","0.08372116088867188","0.2458341121673584","8.785003662109375","9.114558219909668","14.051801681518556","-93.7557641612159","","0.487595409154892","1024"
"tcvae_seed36","2026-01-11T22:20:49.000Z","928","2026-01-11T22:36:17.000Z","-","finished","axisalignment-","","36","0.08584880828857422","0.2407294511795044","8.76883316040039","9.09541130065918","14.016818046569824","-94.0824746131897","","0.4958387017250061","1024"
"tcvae_seed35","2026-01-11T22:06:01.000Z","871","2026-01-11T22:20:32.000Z","-","finished","axisalignment-","","35","0.26647281646728516","0.4192248582839966","9.746952056884766","10.432649612426758","13.682064056396484","-76.76456764009264","","0.5091401934623718","1024"
"tcvae_seed34","2026-01-11T21:50:19.000Z","928","2026-01-11T22:05:47.000Z","-","finished","axisalignment-","","34","0.07145404815673828","0.3004716634750366","8.70805549621582","9.079980850219728","14.021732330322266","-93.93705476125082","","0.4955419600009918","1024"
"tcvae_seed33","2026-01-11T21:34:37.000Z","931","2026-01-11T21:50:08.000Z","-","finished","axisalignment-","","33","0.17430877685546875","0.1209120750427246","8.325542449951172","8.620762825012207","14.035749435424805","-102.08695569568212","","0.01161297969520092","1024"
"tcvae_seed32","2026-01-11T21:18:52.000Z","934","2026-01-11T21:34:26.000Z","-","finished","axisalignment-","","32","0.17652320861816406","0.10324299335479736","8.392450332641602","8.67221736907959","14.111696243286133","-101.6668166955312","","0.05132901296019554","1024"
"tcvae_seed31","2026-01-11T21:03:09.000Z","923","2026-01-11T21:18:32.000Z","-","finished","axisalignment-","","31","0.08158302307128906","0.24157989025115967","8.616558074951172","8.939722061157227","14.013978958129885","-95.25608155462476","","0.4868454933166504","1024"
"tcvae_seed30","2026-01-11T20:47:28.000Z","929","2026-01-11T21:02:57.000Z","-","finished","axisalignment-","","30","0.0767354965209961","0.22426080703735352","8.732124328613281","9.033120155334473","14.121992111206056","-94.1782029469808","","0.485931932926178","1024"
"tcvae_seed29","2026-01-11T20:19:56.000Z","937","2026-01-11T20:35:33.000Z","-","finished","axisalignment-","","29","0.35297679901123047","0.359203577041626","9.701522827148438","10.413702964782717","13.767693519592283","-77.79689146147834","","0.14886659383773804","1024"
"tcvae_seed28","2026-01-11T20:03:54.000Z","936","2026-01-11T20:19:30.000Z","-","finished","axisalignment-","","28","0.3081550598144531","0.41635823249816895","9.767845153808594","10.49235725402832","13.649007797241213","-74.59618377155728","","0.5070787668228149","1024"
"tcvae_seed27","2026-01-11T19:48:12.000Z","931","2026-01-11T20:03:43.000Z","-","finished","axisalignment-","","27","0.26639461517333984","0.41984307765960693","9.722107887268066","10.40834617614746","13.719149589538574","-75.67519925435384","","0.504798948764801","1024"
"tcvae_seed26","2026-01-11T19:32:33.000Z","936","2026-01-11T19:48:09.000Z","-","finished","axisalignment-","","26","0.08588504791259766","0.21404778957366943","8.793627738952637","9.093560218811035","14.029598236083984","-93.76666208902996","","0.4970952272415161","1024"
"tcvae_seed25","2026-01-11T19:15:39.000Z","990","2026-01-11T19:32:09.000Z","-","finished","axisalignment-","","25","0.29456043243408203","0.35935330390930176","9.712045669555664","10.365959167480469","13.83524227142334","-75.55319957733154","","0.503453254699707","1024"
"tcvae_seed24","2026-01-11T17:15:05.000Z","935","2026-01-11T17:30:40.000Z","-","finished","axisalignment-","","24","0.3614530563354492","0.36165130138397217","9.495187759399414","10.218292236328123","13.71377658843994","-81.15318570666842","","0.07996309548616409","1024"
"tcvae_seed23","2026-01-11T16:59:52.000Z","908","2026-01-11T17:15:00.000Z","-","finished","axisalignment-","","23","0.17011737823486328","0.1464630365371704","8.412181854248047","8.728761672973633","14.017436981201172","-100.90619859165616","","0.057730067521333694","1024"
"tcvae_seed22","2026-01-11T16:43:57.000Z","932","2026-01-11T16:59:29.000Z","-","finished","axisalignment-","","22","0.07658004760742188","0.18699288368225095","8.834150314331055","9.097722053527832","14.10387897491455","-94.52941148016188","","0.48871859908103943","1024"
"tcvae_seed21","2026-01-11T16:28:57.000Z","889","2026-01-11T16:43:46.000Z","-","finished","axisalignment-","","21","0.08548259735107422","0.15233910083770752","8.740401268005371","8.97822380065918","14.14415454864502","-94.49854555130004","","0.49287986755371094","1024"
"tcvae_seed20","2026-01-11T16:13:10.000Z","934","2026-01-11T16:28:44.000Z","-","finished","axisalignment-","","20","0.1552438735961914","0.11501061916351318","8.38291072845459","8.653164863586426","13.986350059509276","-101.84438509411282","","0.18898627161979675","1024"
"tcvae_seed19","2026-01-11T14:53:34.000Z","937","2026-01-11T15:09:11.000Z","-","finished","axisalignment-","","19","0.3677186965942383","0.3336668014526367","9.775324821472168","10.476709365844728","13.72958278656006","-77.13607808748881","","0.1969909518957138","1024"
